cat,label,review,sentiment,category,summary
书籍,0,《孟子》中说是古代祭祖宗时，女人煮好“太牢”（祭奠用的牛羊猪三牲）之后，放在碗里，碗再放在大方盘上。女人手托方盘，庄重地走到祭坛边；主祀的男性家长从方盘上端起祭品，置于祖宗灵位之前。祭品交接时，男女手指不接触，一派肃穆气氛。这就是“男女授受不亲”的由来，不知后来怎么会理解成男女在在必须回避。有位熊姓教授，给学生讲《道德经》，居然解“太牢”为监狱。这个学校甚至抢在人大建立国学院之前，先设置了一个“道德经研究中心”，由熊教授任主任。或许孔老夫子对此早有预见，他为后人指出了一条钻研典籍的后备途径：“礼失而求诸野”。不少所谓的“今译”，把《论语》开篇第一句“学而时习之”译为“学了之后经常温习”。作者不知道“习”字本义是飞鸟频频拍动翅膀（繁体“习”尚可看出一点本义），这里是“习俗”之“习”，孔夫子还有学了经常用的意思。这一解释有根据吗？有根据的。第一个把《论语》译为英文的英国人理雅各（James Legge，1815－1897），将这句话译作“tolearn with a constant perseverance and application”，即对学习要始终坚持并经常应用。幸好幸好，西方的汉学家先驱，早已把华夏文明的主要典籍译为外文。他们翻译的时候，还有饱学硕儒可咨询，至少保留了文本的传统含义。当北大的专家们都在口诵孔夫子却心系孔方兄时，我们想读点古文，想了解先哲前贤的洞见，是不是只有去找海外汉学家的解说了？（以上摘抄自李雾《国学场现形记》）,负面,综合,批评国学研究误读经典
计算机,1,绝对超高的性价比，完美屏，日常办公绝对够用，外观不错，带出去绝对被人误解高档机,正面,综合,性价比高外观高档
水果,0,苹果可不咋地 不要标是天水的 天水丢不起这人,负面,物流,苹果质量差别天水
书籍,0,"不怎样好看,有点失望了.上下集都不好.",负面,质量,上下集都不好看
平板,1,很不错啊，买了3个多月了吧，才来评价确实是为了京豆，不过机器真的很好用,正面,质量,机器很好用
酒店,1,酒店地理位置、硬件水平都不错，尤其是卫生间比较舒适。前台服务态度也好，前台接待一律佩共青团徽章上岗，现在可不多见。早餐品种不算太丰富，而且携程的价格太高。我亲眼看见其他一些公司协议价比携程价低至少50元。总体而言值得推荐。,正面,综合,酒店硬件好服务佳但价格高
书籍,1,这本书最大的优点是所有的儿歌都很顺口，不是很长，一般读一两遍都可以背下来了，毕竟给宝宝念儿歌，一边念还要一边拿着书很不现实嘛；还有就是这些儿歌都有一定的教育意义，听得多了对宝宝的行为习惯还是有一定好处的。而这本书的缺点就是纸质不怎么好，被我宝宝（半岁）抓在手里一下就撕烂了，唉。,负面,质量,儿歌顺口有教育意义但纸质差
水果,0,我自认为能吃酸的人都觉得酸的不行，还苦，没以前买的好吃,负面,质量,味道酸苦难吃
衣服,0,假的，好像穿过的，现拿出来卖的，我擦,负面,质量,商品疑似二手翻新
平板,0,毕竟价钱在这，屏幕无缘无故的就裂了，用了这么多年手机特别卡是真的手机，换了那么多，第一个屏幕碎了的，反正买来的目的也就是为了打电话，到货的第一天就降价五十，不多评论，买的好伤心,负面,质量,屏幕无故碎裂手机卡顿
酒店,0,我预订的这个房间是这个宾馆最小的房间，也是我住过的所有酒店中最小的，小到不能再小。没有衣橱，没有茶几，没有浴缸。我一共住5晚，入住第3日半夜1点40分有按摩小姐敲门，打电话到总台投诉，虽说立刻有保安过来，但未得到宾馆任何道歉。,负面,服务,房间极小且遭骚扰投诉
衣服,1,买的时候以为很厚其实很薄，裤子有点偏大 一般穿31码刚刚好,中性,质量,裤子偏薄偏大一般
酒店,0,设施简陋差劲，地理位置没有想象的好，餐饮一般，服务态度有待改进，性价比差。,负面,综合,设施差位置一般性价比低
平板,1,"买给老爸用的,屏幕够大,他老人家超喜欢.",正面,质量,屏幕大老爸喜欢
平板,1,感觉不错，不太懂，给小孩买的。,正面,综合,感觉不错给小孩买
平板,1,性价比超高，大赞，支持国货。,正面,综合,性价比超高支持国货
平板,0,连无线网，网速还没手机快，而且运行不是很流畅,负面,综合,网速慢运行不流畅
衣服,1,质量真的不错 上身效果更好 非常满意的一次网购,正面,质量,质量不错上身好
洗发水,1,618买的，加上代金券，比超市便宜太多了。就是不小心买了油性头皮适用，希望不会太干燥吧。,正面,价格,价格优惠但担心头皮干燥
平板,0,手机带电不行，一天都不到，不知道是不是翻新的,负面,质量,手机带电不行疑似翻新
衣服,1,不错，很好，望商家继续努力………………,正面,综合,商品不错望商家努力
水果,1,很好的卖家。谢谢喽。我的同事们都很喜欢呢。下次再来哦,正面,服务,卖家好同事喜欢
酒店,0,酒店真的一般，手机信号不稳定，无线网络连不上，卫生不好，唯一优点离机场近些，价格588，个人觉得不值啊?,负面,综合,酒店一般，信号差，不值
洗发水,0,刚买了没几天，降价*，差评！！！！！！！！！,负面,价格,刚买降价差评
书籍,0,作者有明显的自恋倾向，只有有老公养不上班的太太们才能像她那样生活。很多方法都不实用，还有抄袭嫌疑，没意思，没买的可以省省了。,负面,综合,内容抄袭且无实用价值
衣服,1,啥玩意，裤子一般，这么大品牌还有这样情况！,负面,质量,品牌裤子质量一般
平板,1,平板很不错流畅，给小孩玩玩游戏看电影不错,正面,综合,平板流畅适合小孩娱乐
衣服,1,裤子不错，穿上很舒服，很暖和。,正面,质量,裤子舒适暖和
平板,1,速度还可以，分辨率不是很高。用来跳健美操的，还可以吧。这个质量也算对得起这个价钱了。发货速度非常快！,正面,综合,速度质量价格都还可以
酒店,0,很好的地理位置，一蹋糊涂的服务，萧条的酒店。,负面,服务,服务差地理位置好
平板,1,快递很给力，服务很周到，刚开始收到的产品有点小问题，跟客服沟通后，很快换了一个新的，服务挺满意的，昨天刚收到平板，正在使用中～,正面,服务,快递好服务佳换货快满意
平板,1,昨晚22：30下单的，今天上午上午10点就到货了，物流超给力！看视频要调到高清或者720P就很舒服。,正面,物流,物流快视频清晰
洗发水,1,一直用沙宣，柔和不伤头发，信赖京东。,正面,综合,信赖京东沙宣护发
衣服,1,裤子收到啦！非常好，料子也特别棒。穿在身上也特别地舒服，舒适，是一次非常满意的购物。,正面,综合,裤子舒适满意
平板,0,卡出翔，到底是不是3G运行？,负面,质量,运行卡顿疑似故障
衣服,1,大小合适，跟图片一样，做工很好，质量不错，和描述相符。卖家服务态度不错，发货速度快，包装仔细，很满意！,正面,综合,质量做工好服务佳
水果,0,不知道怎么样，还没有吃，但是不新鲜是真的，尾部哪里都焉得很，以后不会买了。。。。。。。。。。。。。。。。。。。。。。。    。。。。。。。,负面,质量,商品不新鲜已烂
平板,1,包装比较简单，不过产品还是挺好用，以前用的x1，用了两年，现在换x2,正面,质量,产品好用性价比高
酒店,1,搂里有个 鸭王烤鸭，地段好，在徐家汇地区，这个地段价格还可以的酒店也就这家了。补充点评 2008年4月1日 ： 我们找了下这个价位的，这个地段的，没找出第二家。没竞争。唯一的天平宾馆，也是比不上它的地段。,正面,综合,地段好性价比高
衣服,1,裤子质量挺好的，无色差，料子摸着挺舒服的，大小合适,正面,质量,裤子质量好无色差
衣服,0,头一次给差评.,负面,综合,首次给差评
水果,0,我收到都坏了，刚收到，打开一看全坏了,负面,质量,刚收到商品全坏了
酒店,1,交通便利，价钱算是国际展览中心附近偏低的了，参加展览会入住这里还算合适。就是酒店前台把我在Ctrip的预定信息搞错了还死也不承认，服务人员的素质差了点。,负面,服务,酒店前台服务差态度恶劣
平板,1,不可以打电话的。音质特别棒！音效没得说啦！系统很流畅，体验很棒，性价比很不错的！,正面,综合,音质棒系统流畅性价比高
酒店,0,其他不说，态度相当差，不是考虑近，打死不住,负面,服务,态度差拒绝入住
手机,0,不支持JAVA，现在这个功能很流行，许多游戏和图片都是可以免费下载的，但无法在U88的身上实现了。短信输入时，联想到的词组不是很多，有些不方便！摄像头位置设计得不合理，拍照时，实指很容易挡住摄像头。,负面,综合,功能缺失设计不合理不便
酒店,1,房间总体环境不错，而且还有提供免费上网，现在入住价格还可以，不过现在可是大连的旅游淡季了．但是有一点：就是早餐不但没含房费里，而且３２元的价格也不低，但是内容实在是很简单．,中性,综合,环境好但早餐贵且简单
平板,1,东西收到了，快递很给力，迫不及待的拆开包装，感觉整体机身各方面都挺不错的，这个价位，我觉得物有所值,正面,综合,快递给力物有所值
酒店,1,"酒店环境还可以, 就是办理入住手续很慢, 帮朋友定的,说是房间可以.",中性,服务,入住手续慢
水果,1,每个苹果都包起来的，很新鲜没有烂，味道也不错，一次一个正好,正面,质量,苹果新鲜无烂味道好
计算机,1,不过装vista系统是最好的，我安装了两次不同的ghostXP都有些小问题，最好只能装vista现在还未发现不妥的地方,正面,服务,推荐vista系统安装
洗发水,1,货已收到，昨晚上才下的单，真心快都不敢相信这么快就到了，快递小哥的态度不错，洗发露的香味不错喜欢。必须的五星好评,正面,综合,物流快态度好产品喜欢
酒店,0,交通方便，转机方便，价格贵，房间设施差，早餐更差，卫生不行！接送司机的车很破，啥都响！还不理人，他以为是天兵，头抬得很高！！！！！,负面,综合,交通方便但设施差服务差
酒店,0,"对于公寓式酒店，一般期望也不会太高，不过不失就可以了。可惜的是入南油后就极度失望，房间是够大，但装饰老土和低质量(我住的是豪华二人套房)，不推荐住这个酒店！！最可笑的是那种""套票""，多付了六十元打算可以打几局保龄球，Check-in的时候给了我那些保龄球赠券，搞笑的是这些""赠券""是不能在星期五、六及日用的...天呀，Ctrip office又没有提醒，白白多付了六十元，虽然不多，重点是让我和女友很气愤，难道要平日跑去珠海""打保龄""吗？那些赠券我仍然保留着，想看看南油和Ctrip.com有甚么好解释！！！",负面,服务,酒店装饰低质，赠券限制多付钱
酒店,0,早餐没有过去好！服务也比过去退步了。,负面,服务,早餐变差服务退步
衣服,0,这裤子应该叫紧身裤,中性,质量,裤子款式像紧身裤
平板,1,外观，手感，处理器也好就是容易发热,负面,质量,产品容易发热
洗发水,0,很不爽……我昨天买*，今天就卖*！价钱这样变。怎么让消费者满意，又不能补差价，还是*，价格如果有差，还会补回给消费者！第一次在京东买，也是最后一次。,负面,价格,价格变动未补差
衣服,1,裤子真的很棒，客服推荐的尺码也很合适，找了好多家才选择了这条裤子，真的没让我失望，送给朋友了，他很开心，物流也棒棒的！还会再来的！,正面,综合,裤子质量棒客服好物流快
水果,0,首先苹果24个没错，但是只有15个还算正常大，还有9个就比鸡蛋稍微大点，说好的10斤…份量也不对，我也懒得折腾了，大家要买的自己看着办吧！,负面,质量,份量不对懒得折腾
水果,1,苹果大而脆，好吃。几个果子大小均匀，无一个烂果，赞?。,正面,质量,苹果大而脆，无烂果
洗发水,1,习惯用沙宣，京东购这次物流慢点。,负面,物流,物流太慢
热水器,1,已经是第三次光顾了，买了6台了，昨天收到还没安装，应该不会错的，先给好评吧。,正面,综合,多次回购好评
洗发水,1,看着还行，还没有用，但是一点没便宜，希望东西好吧,中性,价格,未用但嫌贵
水果,1,商品包装完好，一直的好品质，可是发现有个别的，好像被摔坏，摔伤，但是还是要感谢快递员的辛勤劳动，谢谢你！，辛苦了,正面,质量,包装完好但个别商品摔坏
酒店,1,"房间很小,酒店比较酒,但服务很好.风景还可以.前台的小妹服务周到也很漂亮",正面,服务,服务周到风景不错
酒店,0,我订的行政房，房间很小，而且楼比较旧，除了能上网没觉得跟普标有什么差别。酒店本身也很小。,负面,综合,房间小旧无差别
水果,1,很好吃啊，就是有不少都是磕坏的，表面上看好好的，削进去就看到磕碰的那种坏，包装的流水线是不是不够先进啊,负面,质量,商品磕坏包装落后
水果,0,狗屁京东狗屁物流什么东西都没收到就帮我签收啦,负面,物流,虚假签收未收到货
衣服,0,失败的一次购物，颜色超级差,负面,质量,颜色差购物体验失败
水果,1,甜脆，物流超快，就是太大个了。,正面,物流,甜脆物流快但太大
计算机,1,1、配置强大，基本算是顶级配置了。 2、做工精良，工艺不错。 3、屏幕、显卡和内存都是用的最新一代的技术。 4、小音箱效果很好,正面,综合,配置顶级做工精良效果很好
水果,0,水果很不新鲜，果皮和底部发霉腐烂，外皮是很干的    太烂了，发霉了，以次充好，再也不在京东上买水果了,负面,质量,水果发霉腐烂以次充好
水果,0,上当了，苹果出乎预料的小！味道也一般！几年前在兰州，大街上买的都是糖心苹果，这个没有！可能潘苹果就是特点吧！,负面,质量,苹果小且味道一般
计算机,1,音质不错，电池续航能力也可以，3dmax2001跑了14000多分不知道加内存以后会是什么样子。,正面,质量,音质好续航强
平板,0,不好玩，狂野飙车8玩不了。看图没有自动旋转功能很别扭。看电影也不清晰卡的很。,负面,质量,游戏卡顿且功能缺失
酒店,0,太老的酒店了，更应该定义为旅馆，不太习惯床品、毛巾用品旧旧的，即便是自带毛巾，看着也不舒服。一股发霉的地毯味，很闷。早餐38也非常少，其实哪怕少几个菜，多几样粥也行。下次不住了。,负面,综合,酒店陈旧霉味重，早餐少且贵
蒙牛,0,蒙牛真果粒喝出腐败椰果！！好恶心……有图为证@一起看圣经,负面,质量,喝出腐败椰果
酒店,0,"小木屋的隔音相当差,而且房间间隔很近,门口就是过道.由于游客的作息时间都不一样，所以被隔壁洗澡，冲马桶,早上起来看日出的声音严重干扰.房间门口就是公共过道，隔壁一个韩国人半夜跑出来打电话，叽里呱啦的不知道说什么,我出去用英文请他离开.还好他识趣的走开。房间还行,就是床小了，只有1米宽.有热水,热水很热，不错。",负面,综合,隔音差噪音大床小
热水器,1,顺丰中午到家，傍晚售后就冒着大雨来安装了，安装免费，就收了20的拆机费！很给力，家人特别满意！售后服务也很好，从安装前到安装后，都有电话。,正面,服务,顺丰安装免费售后给力
平板,0,电池电量，通话信号不怎么好！,负面,质量,电池电量通话信号差
酒店,1,房间真的很一般，早餐品种不是很多，没有什么突出的地方,负面,综合,房间一般早餐少
平板,1,帮朋友买的，物流超级快,正面,物流,物流超级快
酒店,1,"亚运村地区, 以这个价格, 还是相当不错的.交通方便, 楼下的酒楼很有特点(味道江湖),日日客满, 8:00PM以后有表演, 相当不错,来晚了占不到座位.",正面,综合,亚运村性价比高，交通方便
酒店,1,"面对鸦绿江大桥,附望远镜,还有飞镖,设施没话讲!下楼就是风景区很不错!",正面,综合,设施不错风景好
书籍,1,这本书需要好好读，一读再读才更好地领会其中的秘诀。我觉得主人公碰到的问题往往也是我们自己的问题，只是我们很少表露给外人知道，于是把很多东西压抑在心里。幸运的是她遇到了以为智者。我也是一个十分需要这种明灯指引的迷途羔羊。生活变化多端，经常因为小事就弄得心情极差。我想大概这种郁闷的胜肽在我身上已经扎根了。我也希望多看多几遍，好好享受生活。,正面,综合,多读好书感悟生活
手机,1,屏幕效果很好！很清晰，这点最令人满意！接口有橡胶，可以避免尘土进去，减少机子的寿命！支持多种铃声，一般格式的音乐都可以播放！发彩信也放便，不仅能发图片，还能发音乐和视频；而且速度也挺快的，没有因为文件大就慢腾腾的；能够即时和朋友分享到乐趣！还有，用着感觉功能比较齐全，没有缺少什么或借助其它的需求！,正面,综合,屏幕清晰接口好功能全
洗发水,1,应该用不错吧！买这么多用哈！,正面,综合,表示商品不错
平板,1,这个平板呢，除了大黑边，几乎是完美的。曼哈顿的音响看电影，打王者都是很震撼的。后面的金属背面手感也是非常不错。 屏幕质量已经算不错了。打王者的时候基本没卡除了网络原因。学习的时候看ppt什么的单手拿看着很棒。,正面,质量,平板整体表现优秀
平板,1,不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错！,正面,综合,商品质量非常好
手机,1,我使用了有2个月了，感觉一直很不错，我也向我的朋友推荐这款机子。,正面,综合,使用两月感觉很好
酒店,1,"外环境不错,酒店有好几栋楼，挺赏心悦目的，大厅挺安静，布置也很有点小资情调，可能是黄金周刚结束的缘故吧。我住的是主楼２４０元的房间，四星级这个价格在国内应该很值了。早餐是自助的，以中式为主，品种挺多，挺适合咱中国人的胃。结账时才知道还有更经济的附楼（好像叫展鸿楼）的房间只要一百多元，不过未挂星。（大门还在改造）下次去试试。值的推荐呀……补充点评 2007年10月10日 ： 对了，还有免费水果，很温馨的感觉，宽带速度也很快。",正面,综合,酒店环境好性价比高值得推荐
衣服,0,与图片不符、太差了，可以退货么！,负面,质量,与图片不符太差
酒店,0,来长春之前，查阅了携程的很多酒店评分，感觉这个还算不错的，但是入住之后感觉很失望：1、房间门坏了；2、空调不好；3、房间陈旧；4、服务一般。。。。总之性价比很低，早餐还算可以。,负面,综合,房间设施差服务一般性价比低
酒店,1,房间很大很舒适，服务也很好的，价格也是五星里面算便宜的,正面,综合,房间舒适服务佳价格实惠
洗发水,0,使用中，效果待验证,中性,综合,使用中效果待验证
水果,0,不值这个价 男朋友都说我买上当了 不过快递大哥服务特别好 给个五星。,正面,综合,物有所值快递服务好
平板,0,下午到货，晚上就降价，还不能走价格保护，说有赠品，我看到的时候明明降价后也有赠品。现在赠品派完了告诉我赠品值*块，这解释也没有谁了。真失望。,负面,服务,赠品价值低且无保护
洗发水,1,昨天买的，今*有点小不爽，虽说可以退货再买，就不倒腾了，东西还是不错的,负面,服务,东西不错但退货不爽
洗发水,1,京东购物，方便快捷，还比超市便宜,正面,综合,京东购物方便快捷便宜
衣服,1,很好很好！合身，面料不错，款式也漂亮大方，超级喜欢！买到满意的宝贝心情也好，还会再次光顾。,正面,综合,面料款式好喜欢
酒店,0,为保护环境，第二天我没要求换床单等，但床还必须要整理好。他们只是草草搞了一下，皱巴巴的，实在达不到四星。二星还勉强。价格系统与国际惯例相差甚远。给我留下的印象这是一家黑店，能斩到一个就斩一个。希望其他要入住该酒店的客人要对其价格从各种渠道，各时间段认真核对，才下订单。如有必要可随时撤单，以免挨斩。,负面,综合,酒店服务差价格高
水果,0,16个苹果几个坏，第五次购买了失望,负面,质量,苹果坏多失望
水果,0,太小了，真的是太小了。我也是无语了。下次不会再光顾了,负面,综合,商品太小，不再光顾
酒店,1,房间还是不错的，住的枫丹白露，房间很大，比较有特色，有比较齐全的厨房设备，如果一家人出去玩可以买一些简单的食物自己烹调。不过服务要差一些，我们住了两天居然没有人来打扫房间，住了很多家酒店只有这家是这样的。后来问了前台，前台答复这里主要是会所，不太有经验。总体来说态度还是不错的。早餐比较差，除了包子就是花卷，两天都是这样，一碗白粥、一杯牛奶，因此三天的正餐都不敢在这里吃。还好离县城不远可以选择到县城吃，或在路口吃农家饭。不过出去玩住着还不错，很安静，周围都是别墅，门口有保安，相对安全，走出去不远就是红螺湖，我们沿着山路开车上去，走到有水的地方就停下休息，玩的很好。怀柔人民越来越会做生意，凡是能停车的水边全都有人“把守”，需要按人头收费才能玩，每人5元，价钱不高，但总让人有点感慨。总的来说五一还是很愉快。酒店人不多，下次可能还会选择。,正面,综合,房间好服务差早餐差总体愉快
酒店,1,友谊宾馆环境优美，空气新鲜，硬件设施还可也，服务比较到位。瓦西里酒馆俄式大餐非常有特色，这里外国人非常多，住在这里如同在国外度假。距宾馆专用海水浴场三分钟路程，跟宣传的一样，我来过北戴河多次，这里环境是最好的，下次来北戴河我还会选择这里。,正面,综合,环境好服务佳设施佳
酒店,1,性价比较高。服务态度也还行。房间小点。比较难能可贵的是，在火车站附近的宾馆晚上居然都没有骚扰电话！值得表扬！早餐相对简单，一般话。,正面,综合,性价比高服务好评
计算机,1,"买优派就是因为它是专门做显示器的,其他的东西各品牌都差不多,也都不是自己做的,没有让我失望,虽然没有什么可对比的,自己感觉挺好的.另外250G的硬盘确实也显得更实惠.外形说的过去.电池3个小时中规中矩,虽然感觉有点对不起六芯电的称呼.",正面,综合,显示器实惠外形好电池一般
蒙牛,0,我连伊利的都不买了。。。 回复 大陆肯定是没有了。。。 好恐怖啊！还有什么让人放心的品牌吗？！ 以后坚决不买蒙牛！傻 怎么还有人买蒙牛 蒙牛需要倒闭,负面,质量,质疑伊利蒙牛品牌
洗发水,0,东西真心不怎么行，洗完还要有很多头屑，估计是假货,负面,质量,假货头屑多不行
酒店,0,真的太差劲了！！！图片都是骗人的吗？脏脏的破沙发和地毯让人看着恶心，马桶是没人打扫过吗？人体秤脏不脏的你能看见，就说这一直停留在70公斤处就**～～～如果有零分绝不给一分！！！ 还有破电话！！！,负面,质量,商品质量差令人恶心
洗发水,0,洗了头皮发痒，还没海飞丝好,负面,质量,洗后头皮发痒
水果,0,买了三个，坏了两个，想联系客服，找不到入口，真的是个坑，希望客服看到能给个说法！,负面,服务,买三坏两找客服难
洗发水,1,上午下单，下午到，不得不说京东自营的物流效率，快递小哥辛苦了，洗发水第一次用，以后评价～,正面,物流,物流快洗发水待用
平板,1,很好，京东送货就是快！真的很快！,正面,物流,京东送货速度很快
酒店,0,真心一般。1、前台服务太生硬；2、和携程之间沟通存在障碍，还要我自己打了好几个电话解决；3、早饭品种少且味道一般。,负面,服务,服务生硬沟通难
平板,1,屏幕稍微小一些，但手感不错，用起来很舒服,正面,综合,屏幕小手感好
酒店,1,地段很好，很方便。服务也算不错。这个价钱还是非常值得的。,正面,综合,地段好服务佳物超所值
手机,0,机身残留塑料感！做工也不够精细！动画菜单新鲜有创意，但操作麻烦！铃声音量偏小，在热闹的环境不易听到来电铃声！屏幕在强光下，文字显示得不太清楚！拍照效果说不上很清晰！拍照功能简单！无自拍镜！内置无相片处理软件，无法DIY照片！不支持JAVA！无蓝牙和红外功能！下载不方便！,负面,质量,做工粗糙功能缺失体验差
水果,1,是新鲜的果子，表皮没有喷腊保鲜，个头虽小但又脆又甜。喜欢他，推荐它给大家品尝。,正面,质量,果子新鲜脆甜推荐
平板,1,质量蛮好的，包装不错，发货速度快,正面,质量,质量包装发货好
衣服,1,一次买三件，质地还行，有点薄,正面,质量,质地还行有点薄
酒店,1,宾馆采用地热取暖感觉很舒服，整个酒店很暖和，前台服务周到，态度很好，早餐自助方式，还不错，我住的是商务间，淋浴房由于没有门，水会出来，是设计的问题，另外，房间的灯太暗了，其实换瓦数大一点的灯泡就可以了。,正面,综合,酒店服务暖舒适，设施有改进空间
热水器,0,厨宝还好吧  但那赠品送了也跟没送差不多,中性,服务,赠品实际价值低
衣服,1,这款裤子不错，平时我出入各种场合都喜欢穿你们店里这款裤这款裤子不错，平时我出入各种场合都喜欢穿你们店里这款裤子，穿着舒服面料也好子，穿着舒服面料也好,正面,质量,裤子舒适面料好
洗发水,1,常用这个牌子，不错。价格实在，东西多，下次还来。。。。。。。,正面,综合,品牌不错价格实在
计算机,0,我购买了 ACER 4935G 的 都是LED屏幕，质量明显不是一个档次。这个4736Z的屏幕似乎是一样的，但是仔细看效果差很多，我都怀疑是雪花屏了。,负面,质量,屏幕效果差疑似雪花屏
书籍,1,这是买的第二本，都是送给好朋友的~~~~,正面,综合,第二本送给好朋友
衣服,1,洗过之后没有掉色，也不会起球，质量不错，下次还来哈哈！,正面,质量,洗后不掉色不起球
手机,0,1，不支持CF卡和设备，无法扩充CF卡GPS等设备2，屏幕在这个档次的机器中比较小，色彩一般3，摄像头效果很差4，抗震能力很差，摔的时候，很容易丢失SD卡，同时侧面的放笔槽，很容易变形，笔就放不进去了5，不带无线网卡，兰牙也不支持无线网络6，标配软件不够丰富，许多常用软件需要自己安装7，内存释放功能不好，经常需要重新启动8，价格昂贵,负面,综合,功能缺失多且质量差
水果,0,第一次买 一点都不新鲜 其中一个都已经裂开了 有些烂了 差评,负面,质量,商品不新鲜已裂开
衣服,1,裤子质量不错，穿着也挺舒服，下次还会再来的,正面,质量,裤子质量好穿着舒服
平板,0,一点都不满意 刚满10天 从40公分高的床掉下来手机屏幕都破了。这个型号的太水货了。下次不买这种手机了,负面,质量,手机从床摔坏屏幕
洗发水,1,清扬(CLEAR)男士洗发露 活力运动薄荷型(去屑+清爽)500ml(洗发水)价格比超市实在。,正面,价格,价格比超市实在
衣服,1,黄渤:“班尼路，牌子!”哈哈哈哈，很好很满意，咱这身材差没肌肉块子，就别买那种修身版型的衣服。不是毛头小伙子，就不再买带图案的衣服了。就这种很合适，价格也不贵。,正面,综合,版型合适价格实惠很满意
蒙牛,1,多喝点蒙牛，啥事都不怕了,正面,综合,多喝蒙牛更不怕
平板,1,物流很快，挺好的，大小刚好。手感也不错,正面,物流,物流快，手感好
计算机,1,性能搭配还很好，速度还可以，使用很方便 第二、无法更换XP系统，更换后老是启动不了，而且官方提供的驱动也不全，有很多硬件无法识别，没有办法还得更换喂死他。内存一开机就占用50%，cpu老是能够使用到60%左右。,负面,质量,系统难换驱动不全
水果,0,简直是垃圾，就是苹果园地方捡的都比这个好,负面,质量,质量差不如苹果园捡的
洗发水,1,包装很严实，快递小哥的服务态度不得不给满分，日期新鲜，应该是正品哦,正面,服务,包装严实服务满分
酒店,0,房间地毯超级脏、竟然有指甲！电话还是坏的,负面,质量,地毯脏有指甲电话坏
计算机,0,2.现在为什么订单要等货物审核才可以支付，我要老等的。我就直接网上支付不行的。 3.电话服务老让人等的，请增加服务人数,负面,服务,支付审核慢服务差
水果,1,苹果味道好，目前吃了两颗，味道不错，上次买了一次佳农的，四五个黑心的，太坑人了！,正面,质量,苹果味道好但上次买黑心
酒店,1,"我订的是318元的,但我觉得240元的风格更好一些,有一张可以半卧的沙发.建议大家订普通间!",负面,价格,建议订普通间更划算
酒店,0,就是离机场近，没有其他优势！,负面,综合,离机场近无其他优势
